faculty,partner_uni,partner_uni_module_1,partner_uni_module_1_title,partner_uni_module_1_credits,partner_uni_module_2,partner_uni_module_2_title,partner_uni_module_2_credits,nus_module_1,nus_module_1_title,nus_module_1_credits,nus_module_2,nus_module_2_title,nus_module_2_credits
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1082,INTERNATIONAL HUMAN RESOURCE MANAGEMENT - INTERNATIONAL DIMENSIONS OF ORGANIZATIONAL BEHAVIOR,6,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1054,BUSINESS TO BUSINESS MARKETING: CENTRAL AND EASTERN EUROPEAN PERSPECTIVE,6,,,,MKT3416,Business-to-Business Marketing,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1055,GLOBAL BRANDING,6,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1059,E&I ZONE: MANAGING A STARTUP,6,,,,MNO2009,Entrepreneurship,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1064,ETHICAL ISSUES IN INTERNATIONAL BUSINESS,6,,,,MNO3314,Social & Ethical Issues In Mgt,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1091,INTERNATIONAL ACCOUNTING I - FINANCIAL REPORTING,6,,,,FIN3113,Financial Statement Analysis,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1096,MARKETING IN EMERGING MARKETS,6,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1103,IS PROJECT MANAGEMENT,6,,,,DSC3222,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1115,CROSS-CULTURAL COMMUNICATIONS MANAGEMENT: APPLICATION TO MARKETING AND SALES,6,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1119,LEADING RESPONSIBILITY IN A GLOBALISED WORLD,6,,,,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1122,ETHICS IN GLOBAL MARKETING,6,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1124,COMPUTATIONAL CORPORATE FINANCE,6,,,,FIN3130,Financial Modelling,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1125,GLOBAL MARKETING RESEARCH,6,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1178,INTERNATIONAL MARKETING AND MANAGEMENT I: INTERNATIONAL MANAGEMENT A,6,,,,MNO1001,Management And Organisation,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1197,GLOBAL CONSUMER BEHAVIOUR,6,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1206,PROJECT ORGANIZATION AND LEADERSHIP IN PROJECTS,6,,,,MNO3313Y,TOPICS IN M & O: SEL TOPICS 3,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1144,INTERNATIONAL HUMAN RESOURCE MANAGEMENT AND ORGANISATIONAL BEHAVIOUR II,6,,,,MNO4313B,SIMHC:Cultr & Mgt in Asia,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1155,INTERNATIONAL TOURISM: PRINCIPLES AND PRACTICE,6,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1172,GLOBAL STRATEGIC MANAGEMENT,6,,,,BSP4512,Global Strategic Management,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1176,INTERNATIONAL FINANCE,6,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1272,EXPORT MARKETING MANAGEMENT,6,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1276,"GENDER, DIVERSITY AND THE WORKPLACE",6,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1207,"PERSONNEL MANAGEMENT, LEADERSHIP & ORGANISATIONAL BEHAVIOUR II",6,,,,MNO3301,Organisational Behaviour,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1211,SOCIAL MEDIA MARKETING,6,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1233,INTERNATIONAL TOURISM II - CONSUMER BEHAVIOUR IN INTERNATIONAL TOURISM,6,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,Vienna University of Economics and Business Admin,5227-Summer,GLOBAL LEADERSHIP,6,,,,MNO3313Y,TOPICS IN M & O: SEL TOPICS 3,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1239,INTERNATIONAL FINANCIAL MANAGEMENT (II),6,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1329,INTERNATIONAL SUPPLY CHAIN MANAGEMENT II,6,,,,DSC3218,Physical Distribution Mgmt,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1331,CORPORATE INVESTMENT DECISIONS AND FINANCIAL STATEMENT ANALYSIS,6,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1332,FINANCIAL STATEMENT ANALYSIS AND VALUATION,4.5,,,,FIN3113,Financial Statement Analysis,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1295,DOING BUSINESS IN THE ARAB WORLD,6,,,,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1300,STRATEGIC MANAGEMENT I,6,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1304,INTERNATIONAL MARKETING AND MANAGEMENT II: INTERNATIONAL MARKETING,6,,,,MKT2412,Global Marketing,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1358,QUANTITATIVE MODELS IN LOGISTICS,6,,,,DSC3222Y,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Vienna University of Economics and Business Admin,4822-Summer,ECONOMETRICS 1,6,,,,FIN4111,Research Methods in Finance,4,,,
NUS Business School,Vienna University of Economics and Business Admin,4970-Summer,SPECIALIST CLASS - MONEY AND THE BUSINESS CYCLE,12,,,,FIN3120X,Topic in Finance,4,FIN3120Y,Topic in Finance,4
NUS Business School,Vienna University of Economics and Business Admin,2201,SOCIAL MEDIA IN THE MARKETING CONTEXT,6,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Vienna University of Economics and Business Admin,PI4650,Global Branding,6,,,,MKT3424,Branding Strategy,4,,,
NUS Business School,Vienna University of Economics and Business Admin,PI4522,International Marketing,6,,,,MKT2412,Global Marketing,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ5233,International Macroeconomics,6,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Vienna University of Economics and Business Admin,PI5984,International Macroeconomics,4,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ-DO-ZXY1446,Business Policy & Strategy,6,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Vienna University of Economics and Business Admin,PI0966,INTERNATIONAL STRATEGIC MANAGEMENT II,4,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,Vienna University of Economics and Business Admin,PI1054,International Strategic Management 2,6,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Vienna University of Economics and Business Admin,PI0881,International Financial Management II,6,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,Vienna University of Economics and Business Admin,PI0489,International Macroeconomics,4,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Vienna University of Economics and Business Admin,PI1446,Consumer Behaviour,1,,,,MKT3402,Consumer Behaviour,4,,,
NUS Business School,Vienna University of Economics and Business Admin,ZYX5092,Essentials of Investments and Portfolio Analysis,1,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,Vienna University of Economics and Business Admin,4830,Strategic Management,6,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Vienna University of Economics and Business Admin,PI0812,Marketing Research,6,,,,MKT2413,Marketing Research,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ4818,Sustainability in International Business,6,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Vienna University of Economics and Business Admin,BIZ4501,Diversity Management in Practice,6,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Vienna University of Economics and Business Admin,4950,International Financial Management 1,6,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,Free University of Brussels,VUB-019,STRATEGIC MANAGEMENT,6,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Free University of Brussels,GEST-441,CASE STUDIES IN INTERNATIONAL STRATEGIC MANAGEMENT,5,,,,MKT4411,Marketing Strategy,4,,,
NUS Business School,Free University of Brussels,GEST-307,THEORY OF INNOVATION AND ENTREPRENEURSHIP,4,,,,TR2202,Technological Innovation,4,,,
NUS Business School,Free University of Brussels,ECON419,INTERNATIONAL MACROECONOMICS AND FINANCE,5,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Free University of Brussels,VUB-006,OPERATIONS MANAGEMENT AND LOGISTICS,6,,,,DSC2006,Operations Management,4,,,
NUS Business School,Free University of Brussels,GEST-511,CASE STUDIES IN INTERNATIONAL STRATEGY,5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Free University of Brussels,GEST-504,CORPORATE RESTRUCTURING,5,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,Free University of Brussels,GEST-406,STRATEGY,5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Free University of Brussels,GEST-470,INTERNATIONAL BUSINESS STRATEGY,5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Free University of Brussels,ECON-419,INTERNATIONAL MACROECONOMICS & FINANCE,5,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,Free University of Brussels,GEST-425,R&D IN MULTINATIONALS,5,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,Free University of Brussels,GEST-503,FINANCIAL ECONOMETRICS,5,,,,FIN4111,Research Methods in Finance,4,,,
NUS Business School,Free University of Brussels,GEST-441,INTERNATIONAL MARKETING STRATEGIES,5,,,,MKT2412,Global Marketing,4,,,
NUS Business School,Free University of Brussels,GEST-S506,INVESTMENT BANKING,5,,,,FIN3117,Bank Management,4,,,
NUS Business School,Free University of Brussels,GEST-502,DERIVATIVES,5,,,,FIN3116,Options and Futures,4,,,
NUS Business School,Free University of Brussels,GEST-402,ADVANCED FINANCE,5,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,Free University of Brussels,GEST-434,TOPICS IN FINANCIAL MARKETS,5,,,,FIN3103,Financial Markets,4,,,
NUS Business School,Free University of Brussels,GEST-414,BANKING,5,,,,FIN3117,Bank Management,4,,,
NUS Business School,Free University of Brussels,GEST-409,ADVANCED ACCOUNTING,5,,,,ACC2002,Managerial Accounting,4,,,
NUS Business School,Free University of Brussels,ECON-524,MACROECONOMICS DEPTH,5,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Free University of Brussels,GEST-506,CASE STUDIES IN BANKING,5,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,Free University of Brussels,GEST-424,ENTREPRENEURIAL FINANCE,5,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,Free University of Brussels,GEST-428,CORPORATE GOVERNANCE,5,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,Free University of Brussels,GEST-421,INTRODUCTION TO ENTREPRENEURSHIP,5,,,,MNO2009,Entrepreneurship,4,,,
NUS Business School,Free University of Brussels,ECON-319,TOPICS IN INTERNATIONAL ECONOMY,6,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Free University of Brussels,GEST-437,RISK MANAGEMENT & GOVERNANCE,5,,,,FIN3118,Financial Risk Management,4,,,
NUS Business School,Free University of Brussels,GEST-476,CHANGE MANAGEMENT IN PUBLIC SECTORS,5,,,,MNO3313A,,4,,,
NUS Business School,Free University of Brussels,GEST-472,GLOBAL SOURCING,5,,,,DSC3222,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Free University of Brussels,GEST-537,CORPORATE SOCIAL RESPONSIBILITY,5,,,,MNO3313Y,TOPICS IN M & O: SEL TOPICS 3,4,,,
NUS Business School,Free University of Brussels,GEST-105,INTERNATIONAL MARKETING,5,,,,MKT2412,Global Marketing,4,,,
NUS Business School,Free University of Brussels,GEST-440,MARKET INFORMATION MANAGEMENT,5,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,Free University of Brussels,GEST-474,HUMAN RESOURCE MANAGEMENT IN THE PUBLIC SECTOR,5,,,,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,Free University of Brussels,GEST-535,SEMINAR ON INSURANCE AND FINANCIAL INSTITUITIONS,5,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,Free University of Brussels,GEST-423,INNOVATION & TECHNOLOGY,5,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,Free University of Brussels,ECON-427,GRADUATE MACROECONOMICS I,7,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Free University of Brussels,BIZ-DO-ZXY1152,HUMAN RESOURCE MANAGEMENT,6,,,,MNO2302,Human Resource Management,4,,,
NUS Business School,Free University of Brussels,GEST-449,MICROFINANCE: THEORY AND PRACTICE,5,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Free University of Brussels,ECON-503,FINANCIAL SYSTEMS,5,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,Free University of Brussels,GEST-547,INTRODUCTION TO ENTREPRENEURSHIP,5,,,,MNO2009,Entrepreneurship,4,,,
NUS Business School,Free University of Brussels,GEST-486,TOPICS ON CORPORATE RISK MANAGEMENT AND GOVERNANCE,5,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,Free University of Brussels,GEST-318,INTRODUCTION TO THEORETICAL FINANCE,5,,,,FIN2004,Finance,4,,,
NUS Business School,Free University of Brussels,GEST-473,CASES IN NON-PROFIT MARKETING,5,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Free University of Brussels,GEST-416,CORPORATE VALUATION,5,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Free University of Brussels,GEST-531,FINANCIAL HISTORY,5,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Free University of Brussels,GEST416,TOPICS IN ORGANISATIONAL BEHAVIOUR RESEARCH,5,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Free University of Brussels,GEST-403,ADVANCED MARKETING,5,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Free University of Brussels,STAT-301,INTRODUCTION TO ECONOMETRICS,5,,,,BSP4513,Econometrics: Theory and Pract,4,,,
NUS Business School,Free University of Brussels,GEST-489,ADVANCED MARKETING,5,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,Free University of Brussels,GEST-461,TOPICS IN ORGANISATIONAL BEHAVIOUR RESEARCH,5,,,,MNO3313Y,TOPICS IN M & O: SEL TOPICS 3,4,,,
NUS Business School,Free University of Brussels,GEST-479,TOPICS IN INTERNATIONAL BUSINESS AND STRATEGIC RESEARCH,5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Free University of Brussels,GEST-410,ADVANCED CORPORATE FINANCE,5,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,Free University of Brussels,GEST-438,PUBLIC AND NOT FOR PROFIT ORGANIZATIONS MANAGEMENT,5,,,,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,Free University of Brussels,ECON-S319,TOPICS ECONOMIC INTEGRATION,5,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Free University of Brussels,GEST-478,EPISTEMOLOGY AND CRITICAL ISSUES IN MANAGEMENT STUDIES,5,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Free University of Brussels,GEST409,ADVANCED ACCOUNTING,5,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,Free University of Brussels,ECON-417,QUANTITATIVE FINANCIAL RISK,5,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,Free University of Brussels,GEST-468,STRATEGY AND STRATEGIC ANALYSIS,5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Free University of Brussels,ECON-528,"FINANCIAL MARKETS, GOVERNANCE AND REGULATION",5,,,,FIN3103,Financial Markets,4,,,
NUS Business School,Free University of Brussels,GEST-417,INTERNATIONAL STRATEGIC MARKETING,5,,,,MKT2412,Global Marketing,4,,,
NUS Business School,Free University of Brussels,GEST-487,EXPERIENCES IN MANAGEMENT,5,,,,MNO3313Y,TOPICS IN M & O: SEL TOPICS 3,4,,,
NUS Business School,Free University of Brussels,GEST-S408,CORPORATE VALUATION AND FINANCING,5,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,Free University of Brussels,GEST-460,"SCIENTIFIC MARKETING RESEARCH : FINDINGS, PROCESSES AND METHODS",5,,,,MKT2413,Marketing Research,4,,,
NUS Business School,Free University of Brussels,ECON-403,ADVANCED MARKETING,5,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,Free University of Brussels,GEST-482,OPERATIONS AND SUPPLY CHAIN MANAGEMENT,6,,,,DSC2006,Operations Management,4,,,
NUS Business School,Free University of Brussels,ECONS419,International Macroeconomics And Finance,5,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Free University of Brussels,GEST-412,International Finance,5,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Free University of Brussels,GEST-412,International Finance,5,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,Free University of Brussels,ECONS319,Topics Economic Integration,5,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Free University of Brussels,ECONS524,Macroeconomics Depth,5,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Free University of Brussels,ECONS427,Graduate Macroeconomics 1,7,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Free University of Brussels,GEST-510,Euromarketing Seminar,5,,,,MKT2401,Asian Markets & Marketing Mgmt,4,,,
NUS Business School,Free University of Brussels,GEST-417,International Strategic Marketing,5,,,,MKT2401,Asian Markets & Marketing Mgmt,4,,,
NUS Business School,Free University of Brussels,GEST-441,International Marketing Strategies,5,,,,MKT2401,Asian Markets & Marketing Mgmt,4,,,
NUS Business School,Free University of Brussels,GEST-408,Corporate Valuation And Financing,5,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,Free University of Brussels,GEST-411,Investments In A Historical Perspective,5,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,Free University of Brussels,GEST-506,Capital Markets & Investment Banking,5,,,,FIN3117,Bank Management,4,,,
NUS Business School,Free University of Brussels,GEST-506,Investment Banking,5,,,,FIN3120,Topics in Finance (TIF),4,,,
